Id,SalePrice
1696,271590.53
1697,158012.16
1698,318485.53
1699,281373.22
1700,250546.03
1701,269153.7
1702,246182.19
1703,240537.36
1704,277764.97
1705,220447.77
1706,360188.16
1707,192004.56
1708,196393.81
1709,257184.77
1710,219379.6
1711,250311.12
1712,241817.2
1713,261587.03
1714,215924.86
1715,198586.23
1716,178042.92
1717,169008.31
1718,127772.92
1719,204612.58
1720,231955.19
1721,172027.8
1722,126438.59
1723,176454.17
1724,207968.89
1725,231924.61
1726,173009.39
1727,150380.86
1728,175125.62
1729,163035.45
1730,143857.97
1731,107810.74
1732,135048.98
1733,115021.55
1734,121428.42
1735,128302.11
1736,94881.41
1737,305176.4
1738,228101.28
1739,248279.6
1740,206489.77
1741,193426.16
1742,170485.88
1743,166960.84
1744,286211.78
1745,214341.78
1746,205946.97
1747,216208.92
1748,232759.8
1749,167686.72
1750,159070.73
1751,238061.27
1752,109010.15
1753,155606.73
1754,227858.58
1755,193306.69
1756,121776.43
1757,96602.414
1758,158469.42
1759,180036.39
1760,181033.53
1761,185093.34
1762,177560.77
1763,166752.47
1764,111155.09
1765,204717.16
1766,207794.16
1767,257635.03
1768,142964.33
1769,174467.33
1770,154582.1
1771,119376.22
1772,127683.93
1773,127467.92
1774,167272.75
1775,129213.47
1776,117763.33
1777,100833.08
1778,142713.75
1779,103002.23
1780,182233.11
1781,114116.65
1782,65564.45
1783,148357.31
1784,94198.734
1785,97380.49
1786,145959.73
1787,156110.84
1788,35677.457
1789,90581.12
1790,69005.68
1791,215383.73
1792,166846.89
1793,157679.36
1794,157943.53
1795,135063.19
1796,109652.44
1797,134036.67
1798,102630.49
1799,95688.38
1800,103005.56
1801,132188.27
1802,138777.64
1803,165146.25
1804,140756.47
1805,142892.31
1806,125178.33
1807,154812.92
1808,125776.484
1809,120837.7
1810,127409.19
1811,59697.266
1812,92835.95
1813,113416.766
1814,73557.375
1815,21429.043
1816,77570.09
1817,113637.64
1818,152245.84
1819,127378.19
1820,48044.043
1821,96462.266
1822,148955.19
1823,31422.666
1824,118236.016
1825,122839.805
1826,98172.03
1827,102857.984
1828,129713.2
1829,140203.45
1830,147745.94
1831,162325.38
1832,102564.695
1833,147842.5
1834,124716.21
1835,139466.33
1836,122357.17
1837,85768.164
1838,116771.8
1839,76673.945
1840,168882.78
1841,142440.58
1842,94446.26
1843,151311.03
1844,120923.984
1845,144614.98
1846,156878.03
1847,160213.4
1848,19803.035
1849,102262.945
1850,120816.22
1851,132283.62
1852,117266.01
1853,126476.266
1854,163876.97
1855,148149.56
1856,227404.66
1857,166875.06
1858,127877.12
1859,89762.54
1860,159468.86
1861,88979.8
1862,284630.97
1863,278907.06
1864,278961.16
1865,288800.9
1866,289016.75
1867,223393.92
1868,290742.03
1869,211819.97
1870,238184.77
1871,231778.55
1872,172847.53
1873,241740.9
1874,147194.48
1875,213523.44
1876,210857.69
1877,222457.0
1878,213690.97
1879,129262.52
1880,135989.34
1881,256804.97
1882,242333.69
1883,183536.3
1884,201433.28
1885,256721.69
1886,272781.53
1887,225545.23
1888,276539.4
1889,170315.94
1890,137771.4
1891,127146.63
1892,83426.516
1893,141446.28
1894,113557.89
1895,157209.4
1896,113871.83
1897,123068.19
1898,101339.55
1899,132744.39
1900,130300.414
1901,165338.0
1902,151861.28
1903,182962.58
1904,122103.984
1905,191149.23
1906,174448.53
1907,226989.05
1908,100072.11
1909,126856.19
1910,107224.52
1911,212060.31
1912,277648.25
1913,163215.2
1914,54827.566
1915,236373.44
1916,60883.98
1917,238842.5
1918,144420.64
1919,174435.69
1920,190736.05
1921,332599.97
1922,288350.56
1923,210564.98
1924,251521.5
1925,209280.83
1926,322024.66
1927,135419.19
1928,186121.08
1929,102311.43
1930,117164.0
1931,145640.95
1932,137168.7
1933,176443.3
1934,188113.62
1935,175341.27
1936,186645.78
1937,186534.06
1938,178704.22
1939,209544.47
1940,162362.84
1941,181597.16
1942,199051.97
1943,185982.9
1944,273098.16
1945,299933.4
1946,190031.38
1947,251484.84
1948,219044.23
1949,240051.1
1950,198907.88
1951,276766.94
1952,237240.69
1953,207781.9
1954,207600.4
1955,130198.95
1956,305444.7
1957,177220.9
1958,298979.22
1959,134005.98
1960,102557.164
1961,111666.6
1962,100078.23
1963,107993.33
1964,103837.69
1965,119759.5
1966,123031.484
1967,274575.47
1968,345308.9
1969,326535.0
1970,346784.22
1971,370908.3
1972,323504.12
1973,237545.78
1974,281979.94
1975,405413.72
1976,280017.9
1977,357500.94
1978,300443.62
1979,275008.44
1980,201934.08
1981,299521.06
1982,210174.17
1983,190350.53
1984,157949.17
1985,219680.89
1986,218619.69
1987,170919.77
1988,175548.2
1989,189343.19
1990,211618.2
1991,206218.86
1992,233643.69
1993,170952.31
1994,233007.64
1995,187409.08
1996,281349.22
1997,264041.3
1998,319111.4
1999,255455.06
2000,276193.6
2001,253556.27
2002,248587.03
2003,245730.62
2004,267873.4
2005,216608.77
2006,199263.53
2007,245016.88
2008,211943.06
2009,187765.11
2010,197340.64
2011,156875.66
2012,173978.62
2013,173570.97
2014,185756.98
2015,195950.28
2016,192618.44
2017,194382.39
2018,114715.79
2019,142942.36
2020,100709.58
2021,97032.14
2022,215864.73
2023,148273.58
2024,269177.97
2025,325946.44
2026,156321.44
2027,142920.28
2028,148330.28
2029,159916.72
2030,240238.88
2031,216169.94
2032,205568.58
2033,230494.83
2034,158999.42
2035,237839.48
2036,194624.44
2037,198925.67
2038,240774.12
2039,175820.42
2040,333290.2
2041,261025.6
2042,198831.6
2043,175176.62
2044,189486.0
2045,205121.31
2046,135474.5
2047,139834.67
2048,135727.42
2049,140165.33
2050,171554.86
2051,84033.53
2052,133491.69
2053,148423.4
2054,57918.797
2055,165121.06
2056,141264.84
2057,109491.3
2058,235249.84
2059,149975.06
2060,195550.81
2061,198836.7
2062,131707.0
2063,100407.734
2064,137484.83
2065,118843.98
2066,189123.06
2067,118416.586
2068,146842.52
2069,61706.41
2070,88333.81
2071,84655.69
2072,154926.28
2073,137224.5
2074,200088.53
2075,167969.47
2076,113600.23
2077,138404.1
2078,111761.516
2079,130729.555
2080,106826.516
2081,116363.82
2082,123782.125
2083,132626.95
2084,88487.12
2085,107730.82
2086,134855.67
2087,128318.94
2088,119979.266
2089,62124.73
2090,125460.79
2091,93291.62
2092,141218.02
2093,134191.92
2094,120172.83
2095,136647.66
2096,65759.24
2097,83070.61
2098,148639.4
2099,34537.47
2100,92457.2
2101,119351.07
2102,126006.95
2103,96476.91
2104,137737.88
2105,112820.25
2106,63895.895
2107,213947.14
2108,121474.99
2109,109097.92
2110,120349.42
2111,133329.94
2112,133090.86
2113,116317.17
2114,112594.266
2115,150139.1
2116,113039.79
2117,152603.97
2118,105965.086
2119,88330.516
2120,121644.336
2121,60828.66
2122,97057.516
2123,80119.3
2124,165344.66
2125,141105.5
2126,164839.77
2127,162306.84
2128,118829.41
2129,93563.5
2130,134123.0
2131,147169.86
2132,129837.26
2133,124397.0
2134,124573.7
2135,100883.72
2136,42271.86
2137,118704.51
2138,134564.4
2139,157057.97
2140,146290.94
2141,131234.94
2142,130907.64
2143,128749.7
2144,125959.695
2145,145512.53
2146,176247.78
2147,173980.88
2148,139645.58
2149,133394.1
2150,228804.5
2151,106173.164
2152,196697.38
2153,180202.72
2154,102668.64
2155,148152.47
2156,268740.88
2157,247864.61
2158,219338.27
2159,200025.61
2160,175629.4
2161,235107.75
2162,373556.16
2163,303817.28
2164,241054.58
2165,181033.28
2166,152076.2
2167,226353.16
2168,209958.47
2169,193981.77
2170,221501.4
2171,161468.9
2172,140384.66
2173,170459.6
2174,232512.03
2175,276032.66
2176,282783.78
2177,224173.36
2178,219495.5
2179,145978.89
2180,239526.19
2181,189968.61
2182,224091.47
2183,188093.47
2184,131212.36
2185,124908.11
2186,161115.27
2187,150421.7
2188,155954.06
2189,302996.6
2190,39419.574
2191,44157.426
2192,64092.62
2193,105419.45
2194,78860.1
2195,106245.234
2196,71611.2
2197,114074.91
2198,152077.58
2199,167216.5
2200,135591.27
2201,142313.03
2202,176215.5
2203,137876.95
2204,169401.25
2205,107414.84
2206,143659.2
2207,186547.27
2208,233262.89
2209,225744.94
2210,103629.86
2211,120666.766
2212,112902.91
2213,81267.05
2214,133637.3
2215,96780.69
2216,163704.84
2217,47894.44
2218,67583.39
2219,77046.02
2220,62949.27
2221,237621.97
2222,228672.61
2223,300030.47
2224,213562.62
2225,116070.72
2226,212727.05
2227,198785.75
2228,257023.94
2229,247411.92
2230,143947.16
2231,197948.03
2232,195338.5
2233,208908.67
2234,243218.84
2235,214763.9
2236,264439.34
2237,321147.84
2238,222863.0
2239,128979.875
2240,163922.6
2241,175440.16
2242,119487.42
2243,110058.375
2244,92758.35
2245,82470.766
2246,151691.61
2247,100169.98
2248,114865.59
2249,118380.16
2250,134575.66
2251,180348.7
2252,209506.36
2253,146704.33
2254,171438.4
2255,207964.06
2256,172866.78
2257,206910.25
2258,163768.84
2259,175751.66
2260,198735.14
2261,164966.83
2262,183174.3
2263,303649.9
2264,423708.03
2265,231996.6
2266,243657.72
2267,346562.28
2268,314775.88
2269,171483.38
2270,202813.31
2271,237230.42
2272,232776.05
2273,177812.27
2274,212422.22
2275,209870.0
2276,180330.72
2277,200684.72
2278,161443.34
2279,110341.305
2280,108664.81
2281,154289.97
2282,184091.88
2283,110775.984
2284,94111.76
2285,125555.41
2286,122629.39
2287,297477.1
2288,253612.16
2289,314773.1
2290,353137.47
2291,280642.9
2292,348932.4
2293,371599.34
2294,317164.84
2295,391167.78
2296,272387.2
2297,271713.7
2298,280800.16
2299,318387.28
2300,310739.22
2301,258834.22
2302,252450.06
2303,238732.6
2304,230860.66
2305,183437.81
2306,187258.17
2307,194610.19
2308,198831.05
2309,246614.34
2310,186061.97
2311,205274.38
2312,186678.28
2313,173588.88
2314,178147.42
2315,172816.81
2316,190770.94
2317,202029.56
2318,165322.75
2319,171423.16
2320,172358.73
2321,225944.1
2322,173491.88
2323,186165.53
2324,181789.33
2325,200631.52
2326,164904.75
2327,197244.47
2328,213569.66
2329,196093.69
2330,184323.2
2331,327517.53
2332,330060.66
2333,292022.72
2334,244914.77
2335,259248.56
2336,302329.75
2337,191664.9
2338,267683.8
2339,226188.45
2340,350462.9
2341,212640.5
2342,230367.75
2343,231771.98
2344,212340.8
2345,223864.02
2346,194523.06
2347,189466.25
2348,214431.1
2349,177549.69
2350,263383.53
2351,227735.1
2352,249520.75
2353,256180.78
2354,131719.94
2355,136728.75
2356,171927.45
2357,196748.22
2358,193863.36
2359,123175.89
2360,114038.41
2361,147710.7
2362,282599.03
2363,144195.81
2364,184949.19
2365,203369.64
2366,175189.83
2367,192328.62
2368,192945.34
2369,182788.94
2370,165718.06
2371,145493.88
2372,182034.17
2373,255753.92
2374,290808.03
2375,198027.6
2376,300326.7
2377,316444.56
2378,145489.94
2379,245047.69
2380,147731.56
2381,200678.38
2382,210145.61
2383,209312.39
2384,247599.77
2385,170513.78
2386,150150.25
2387,136118.7
2388,84272.766
2389,123082.19
2390,142804.84
2391,139984.52
2392,97829.76
2393,174846.97
2394,137771.3
2395,215950.7
2396,147760.06
2397,237362.98
2398,129191.44
2399,44447.7
2400,38252.35
2401,102378.92
2402,139108.44
2403,141293.8
2404,142134.06
2405,174979.1
2406,147432.58
2407,121245.38
2408,139896.44
2409,119839.28
2410,196922.77
2411,117736.1
2412,158578.67
2413,126228.92
2414,134319.22
2415,132060.62
2416,122761.445
2417,106573.39
2418,120035.62
2419,120292.01
2420,128413.375
2421,149675.81
2422,123654.055
2423,125566.16
2424,165255.05
2425,274718.78
2426,165849.1
2427,115435.86
2428,196000.1
2429,104903.09
2430,136185.47
2431,111337.68
2432,137293.45
2433,136911.38
2434,136633.8
2435,160913.78
2436,74574.234
2437,88708.36
2438,115342.47
2439,108960.875
2440,118537.58
2441,110524.945
2442,96095.195
2443,118941.66
2444,145652.56
2445,65447.773
2446,122786.9
2447,188839.62
2448,132053.3
2449,93708.19
2450,158847.3
2451,124280.57
2452,210858.89
2453,65017.09
2454,118211.45
2455,130741.54
2456,135400.66
2457,123967.49
2458,109198.734
2459,80215.7
2460,140593.86
2461,102021.125
2462,124398.8
2463,112773.125
2464,180815.88
2465,127806.516
2466,102644.98
2467,152298.62
2468,78408.484
2469,81735.5
2470,217706.3
2471,201387.16
2472,181645.34
2473,107176.375
2474,100212.87
2475,229279.1
2476,102491.81
2477,117331.08
2478,175803.52
2479,120877.77
2480,141270.92
2481,137866.1
2482,123399.22
2483,105513.17
2484,133540.72
2485,112827.09
2486,159058.61
2487,253063.47
2488,154091.52
2489,167491.34
2490,164576.47
2491,70985.484
2492,186662.98
2493,155919.66
2494,178674.64
2495,98249.31
2496,244745.89
2497,149737.36
2498,98425.984
2499,78609.85
2500,109534.29
2501,132723.33
2502,163970.7
2503,93814.39
2504,230344.69
2505,219135.81
2506,244238.78
2507,264422.34
2508,244707.73
2509,222269.92
2510,219088.56
2511,179157.19
2512,199487.88
2513,231561.66
2514,237297.58
2515,155671.83
2516,174948.06
2517,138823.6
2518,158721.23
2519,212206.56
2520,224813.7
2521,189008.42
2522,229346.39
2523,127398.61
2524,134052.72
2525,145621.55
2526,133233.66
2527,115671.59
2528,114874.83
2529,135772.88
2530,114154.17
2531,254415.81
2532,228107.5
2533,199670.05
2534,234894.1
2535,290664.53
2536,250253.05
2537,238743.05
2538,176893.34
2539,194070.7
2540,173629.66
2541,181184.14
2542,156285.42
2543,138904.53
2544,106874.34
2545,146977.52
2546,144573.89
2547,146819.78
2548,141098.97
2549,169086.77
2550,688720.56
2551,126173.984
2552,117796.39
2553,44254.53
2554,77370.76
2555,116731.266
2556,90586.625
2557,108396.89
2558,190384.92
2559,115932.45
2560,143439.02
2561,129928.266
2562,110067.33
2563,127962.9
2564,169356.14
2565,123815.3
2566,147869.19
2567,111011.09
2568,219405.55
2569,209335.05
2570,103301.875
2571,186119.81
2572,152125.92
2573,252871.56
2574,235742.03
2575,122844.88
2576,126450.05
2577,145595.72
2578,65351.484
2579,36172.77
2580,114317.625
2581,152550.19
2582,120283.91
2583,253551.19
2584,181413.2
2585,199177.0
2586,227080.78
2587,218227.77
2588,138842.1
2589,157152.56
2590,209641.4
2591,263271.88
2592,203986.4
2593,222868.72
2594,171216.2
2595,194259.7
2596,314349.94
2597,189591.55
2598,265441.97
2599,282528.4
2600,229958.88
2601,134010.8
2602,62017.523
2603,82782.93
2604,64381.035
2605,62698.86
2606,158474.9
2607,217678.86
2608,243915.0
2609,166683.9
2610,90366.53
2611,186549.48
2612,172461.86
2613,130922.5
2614,118154.15
2615,158339.55
2616,167118.6
2617,209862.42
2618,275264.5
2619,231227.6
2620,191394.02
2621,183167.89
2622,185781.84
2623,233469.39
2624,271878.47
2625,250051.88
2626,180311.8
2627,147379.6
2628,354453.5
2629,360156.62
2630,279053.28
2631,364721.5
2632,327520.12
2633,256871.0
2634,334120.72
2635,168917.73
2636,198246.0
2637,185127.78
2638,255521.81
2639,208189.72
2640,169339.11
2641,95927.69
2642,185307.3
2643,106716.16
2644,119487.59
2645,96635.305
2646,96411.945
2647,107277.31
2648,141742.88
2649,140891.06
2650,119667.54
2651,125087.97
2652,329778.7
2653,253827.78
2654,237984.81
2655,342962.4
2656,286803.3
2657,294405.25
2658,254100.72
2659,253051.19
2660,290410.94
2661,315461.22
2662,326599.34
2663,274512.84
2664,233518.73
2665,293522.1
2666,251696.19
2667,173254.31
2668,177542.6
2669,180451.31
2670,262095.9
2671,178634.97
2672,177456.61
2673,199263.42
2674,203512.25
2675,147890.72
2676,186094.6
2677,205519.73
2678,239492.66
2679,264830.06
2680,270564.4
2681,348034.7
2682,296944.72
2683,395151.25
2684,288885.66
2685,293033.16
2686,245138.55
2687,279792.47
2688,210408.28
2689,190108.58
2690,351806.97
2691,182997.9
2692,133902.36
2693,200687.62
2694,139922.28
2695,197364.6
2696,185909.38
2697,192029.14
2698,205731.97
2699,176751.94
2700,146614.53
2701,154129.06
2702,124651.51
2703,117803.32
2704,156671.47
2705,111731.586
2706,105059.93
2707,125096.33
2708,125319.69
2709,99134.65
2710,119537.12
2711,317809.78
2712,349709.47
2713,154168.44
2714,132419.31
2715,168245.97
2716,133108.1
2717,192777.38
2718,209645.72
2719,163912.19
2720,201603.53
2721,142308.05
2722,176699.77
2723,174726.89
2724,114744.375
2725,136581.42
2726,143061.5
2727,181508.02
2728,163784.5
2729,140910.9
2730,146609.42
2731,115602.11
2732,108892.37
2733,180906.17
2734,164283.05
2735,141568.06
2736,139524.36
2737,118455.555
2738,131203.27
2739,168279.64
2740,143711.48
2741,136250.77
2742,168601.19
2743,161752.23
2744,176046.61
2745,158342.16
2746,147888.36
2747,142815.53
2748,95819.16
2749,128860.85
2750,115580.64
2751,144212.7
2752,221395.33
2753,181404.61
2754,288565.1
2755,118460.03
2756,85765.36
2757,72609.7
2758,77475.58
2759,145948.66
2760,133997.95
2761,155438.88
2762,157244.94
2763,225779.67
2764,149645.06
2765,277775.22
2766,129544.734
2767,41872.09
2768,106351.3
2769,125508.016
2770,155415.3
2771,104080.64
2772,100489.555
2773,162684.89
2774,150011.8
2775,125107.05
2776,146945.78
2777,142838.78
2778,101012.89
2779,102558.97
2780,101791.86
2781,78527.58
2782,78916.49
2783,84858.34
2784,99193.32
2785,116307.36
2786,52241.633
2787,110773.34
2788,54418.37
2789,193344.42
2790,70351.164
2791,110204.625
2792,51603.77
2793,167326.55
2794,80308.05
2795,108714.95
2796,80349.305
2797,241674.16
2798,112997.664
2799,113782.07
2800,56075.48
2801,104741.12
2802,137066.69
2803,179039.45
2804,132730.44
2805,76065.67
2806,74493.86
2807,162568.06
2808,161714.27
2809,119242.59
2810,134940.98
2811,169168.5
2812,166196.31
2813,161414.27
2814,170691.34
2815,107044.23
2816,241105.97
2817,148741.8
2818,127331.375
2819,161683.88
2820,133799.44
2821,107444.45
2822,197774.2
2823,315007.34
2824,185495.16
2825,159975.83
2826,134373.0
2827,134588.78
2828,244986.33
2829,192513.36
2830,229887.11
2831,187276.56
2832,255043.72
2833,261336.89
2834,209827.25
2835,218093.66
2836,207634.25
2837,189927.97
2838,145913.19
2839,178998.31
2840,207739.75
2841,198555.28
2842,231248.34
2843,140755.48
2844,165256.08
2845,106460.125
2846,209266.53
2847,207859.4
2848,221214.52
2849,195797.0
2850,273611.78
2851,226377.38
2852,244491.56
2853,237344.23
2854,141291.86
2855,213253.53
2856,193598.1
2857,184898.38
2858,206230.16
2859,133829.92
2860,140284.97
2861,157650.69
2862,203977.69
2863,132704.92
2864,244005.67
2865,126690.44
2866,159791.42
2867,70805.414
2868,125268.945
2869,112797.59
2870,157258.67
2871,74568.72
2872,32403.906
2873,101241.06
2874,146500.14
2875,116963.87
2876,165738.83
2877,115435.445
2878,133753.33
2879,146038.97
2880,93038.72
2881,145801.58
2882,157041.66
2883,177994.27
2884,178344.4
2885,151972.7
2886,239661.0
2887,102139.766
2888,124572.47
2889,42451.902
2890,58533.53
2891,154450.42
2892,36757.137
2893,62098.95
2894,42233.605
2895,266255.4
2896,239307.12
2897,220607.95
2898,156171.0
2899,202536.44
2900,184326.66
2901,260744.47
2902,201560.1
2903,295696.94
2904,309161.22
2905,99735.81
2906,216658.31
2907,88204.79
2908,129230.555
2909,160745.77
2910,48057.535
2911,62384.402
2912,162877.83
2913,63416.105
2914,48790.195
2915,50752.105
2916,66936.5
2917,212431.4
2918,108670.07
2919,233057.17
